OBJECTID,GEOID,Name,Population,AggregateIncome,PCIAdjusted,ACSVintage,Jurisdiction,CRA_ID,CRAGroup,CRAName,CRANeighborhoods,TractLabel
990,53033009500,"Census Tract 95, King County, Washington",5638,273361600,48486,5Y10,Seattle,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic",95
991,53033009600,"Census Tract 96, King County, Washington",5714,334049000,58461,5Y10,Seattle,1.4,1,Alki/Admiral,"Alki, Admiral",96
992,53033009701,"Census Tract 97.01, King County, Washington",5622,355307400,63199,5Y10,Seattle,1.4,1,Alki/Admiral,"Alki, Admiral",97.01
993,53033009702,"Census Tract 97.02, King County, Washington",5186,204132800,39362,5Y10,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",97.02
994,53033009800,"Census Tract 98, King County, Washington",6127,266146800,43438,5Y10,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",98
995,53033009900,"Census Tract 99, King County, Washington",5091,203413600,39956,5Y10,Seattle,2.1,2,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island",99
996,53033010001,"Census Tract 100.01, King County, Washington",3781,96210700,25446,5Y10,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.01
997,53033010002,"Census Tract 100.02, King County, Washington",4238,117399100,27702,5Y10,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park",100.02
998,53033010100,"Census Tract 101, King County, Washington",6225,189333600,30415,5Y10,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",101
999,53033010200,"Census Tract 102, King County, Washington",4825,191271000,39642,5Y10,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City",102
1000,53033010300,"Census Tract 103, King County, Washington",6047,143277300,23694,5Y10,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",103
1001,53033010401,"Census Tract 104.01, King County, Washington",4516,112445800,24899,5Y10,Seattle,3.5,3,Beacon Hill,Beacon Hill,104.01
1002,53033010402,"Census Tract 104.02, King County, Washington",4454,123350000,27694,5Y10,Seattle,3.5,3,Beacon Hill,Beacon Hill,104.02
1003,53033010500,"Census Tract 105, King County, Washington",6424,245471400,38212,5Y10,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral",105
1004,53033010600,"Census Tract 106, King County, Washington",7087,321331700,45341,5Y10,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",106
1005,53033010701,"Census Tract 107.01, King County, Washington",2622,62537900,23851,5Y10,Seattle,2.2,2,High Point,"High Point, Delridge",107.01
1006,53033010702,"Census Tract 107.02, King County, Washington",2620,69363300,26475,5Y10,Seattle,2.2,2,High Point,"High Point, Delridge",107.02
1007,53033010800,"Census Tract 108, King County, Washington",4683,131924900,28171,5Y10,Seattle,2.3,2,Riverview,"Riverview, Delridge",108
1008,53033010900,"Census Tract 109, King County, Washington",1339,32050200,23936,5Y10,Seattle,3.2,3,Georgetown,Georgetown,109
1009,53033011001,"Census Tract 110.01, King County, Washington",4148,64458000,15540,5Y10,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.01
1010,53033011002,"Census Tract 110.02, King County, Washington",3774,84095000,22283,5Y10,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",110.02
1011,53033011101,"Census Tract 111.01, King County, Washington",4162,93462600,22456,5Y10,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City",111.01
1012,53033011102,"Census Tract 111.02, King County, Washington",4205,136317100,32418,5Y10,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City",111.02
1013,53033011200,"Census Tract 112, King County, Washington",4102,76194700,18575,5Y10,Seattle,3.1,3,South Park,South Park,112
1014,53033011300,"Census Tract 113, King County, Washington",5527,164275400,29722,5Y10,Seattle,2.5,2,Highland Park,"Highland Park, Westwood, White Center, South Delridge",113
1015,53033011401,"Census Tract 114.01, King County, Washington",3919,123104000,31412,5Y10,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.01
1016,53033011402,"Census Tract 114.02, King County, Washington",4193,99188600,23656,5Y10,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",114.02
1017,53033011500,"Census Tract 115, King County, Washington",4152,160845100,38739,5Y10,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center",115
1018,53033011600,"Census Tract 116, King County, Washington",6304,301596900,47842,5Y10,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park",116
1019,53033011700,"Census Tract 117, King County, Washington",6708,115682500,17245,5Y10,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park",117
1020,53033011800,"Census Tract 118, King County, Washington",7600,164084700,21590,5Y10,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",118
1021,53033011900,"Census Tract 119, King County, Washington",7563,174151500,23027,5Y10,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap",119
1022,53033012000,"Census Tract 120, King County, Washington",3632,129849300,35751,5Y10,Seattle,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",120
1023,53033012100,"Census Tract 121, King County, Washington",2565,156504000,61015,5Y10,Seattle,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo",121
1024,53033020100,"Census Tract 201, King County, Washington",3361,122092800,36326,5Y10,King County Balance,,,,,201
1025,53033020200,"Census Tract 202, King County, Washington",5736,217131600,37854,5Y10,King County Balance,,,,,202
1026,53033020300,"Census Tract 203, King County, Washington",5642,184762100,32748,5Y10,King County Balance,,,,,203
1027,53033020401,"Census Tract 204.01, King County, Washington",3297,95259300,28893,5Y10,King County Balance,,,,,204.01
1028,53033020402,"Census Tract 204.02, King County, Washington",5168,178480700,34536,5Y10,King County Balance,,,,,204.02
1029,53033020500,"Census Tract 205, King County, Washington",6016,180249300,29962,5Y10,King County Balance,,,,,205
1030,53033020600,"Census Tract 206, King County, Washington",4036,114086200,28267,5Y10,King County Balance,,,,,206
1031,53033020700,"Census Tract 207, King County, Washington",3668,98140900,26756,5Y10,King County Balance,,,,,207
1032,53033020800,"Census Tract 208, King County, Washington",4187,206855000,49404,5Y10,King County Balance,,,,,208
1033,53033020900,"Census Tract 209, King County, Washington",3228,176185900,54581,5Y10,King County Balance,,,,,209
1034,53033021000,"Census Tract 210, King County, Washington",5564,160848500,28909,5Y10,King County Balance,,,,,210
1035,53033021100,"Census Tract 211, King County, Washington",3965,129233600,32594,5Y10,King County Balance,,,,,211
1036,53033021300,"Census Tract 213, King County, Washington",3861,169813000,43982,5Y10,King County Balance,,,,,213
1037,53033021400,"Census Tract 214, King County, Washington",3748,159270400,42495,5Y10,King County Balance,,,,,214
1038,53033021500,"Census Tract 215, King County, Washington",4455,216966000,48702,5Y10,King County Balance,,,,,215
1039,53033021600,"Census Tract 216, King County, Washington",4852,190823700,39329,5Y10,King County Balance,,,,,216
1040,53033021700,"Census Tract 217, King County, Washington",7184,215730200,30029,5Y10,King County Balance,,,,,217
1041,53033021802,"Census Tract 218.02, King County, Washington",5156,183924300,35672,5Y10,King County Balance,,,,,218.02
1042,53033021803,"Census Tract 218.03, King County, Washington",4436,144679300,32615,5Y10,King County Balance,,,,,218.03
1043,53033021804,"Census Tract 218.04, King County, Washington",4018,146889900,36558,5Y10,King County Balance,,,,,218.04
1044,53033021903,"Census Tract 219.03, King County, Washington",5906,202732700,34327,5Y10,King County Balance,,,,,219.03
1045,53033021904,"Census Tract 219.04, King County, Washington",5423,171348700,31597,5Y10,King County Balance,,,,,219.04
1046,53033021905,"Census Tract 219.05, King County, Washington",4879,185618300,38044,5Y10,King County Balance,,,,,219.05
1047,53033021906,"Census Tract 219.06, King County, Washington",3986,176837100,44365,5Y10,King County Balance,,,,,219.06
1048,53033022001,"Census Tract 220.01, King County, Washington",4500,201127300,44695,5Y10,King County Balance,,,,,220.01
1049,53033022003,"Census Tract 220.03, King County, Washington",5655,177786400,31439,5Y10,King County Balance,,,,,220.03
1050,53033022005,"Census Tract 220.05, King County, Washington",4670,173143100,37076,5Y10,King County Balance,,,,,220.05
1051,53033022006,"Census Tract 220.06, King County, Washington",3437,148051200,43076,5Y10,King County Balance,,,,,220.06
1052,53033022101,"Census Tract 221.01, King County, Washington",4456,213300400,47868,5Y10,King County Balance,,,,,221.01
1053,53033022102,"Census Tract 221.02, King County, Washington",5479,238831400,43590,5Y10,King County Balance,,,,,221.02
1054,53033022201,"Census Tract 222.01, King County, Washington",3933,145259300,36933,5Y10,King County Balance,,,,,222.01
1055,53033022202,"Census Tract 222.02, King County, Washington",7144,265723700,37195,5Y10,King County Balance,,,,,222.02
1056,53033022203,"Census Tract 222.03, King County, Washington",4743,240330400,50671,5Y10,King County Balance,,,,,222.03
1057,53033022300,"Census Tract 223, King County, Washington",2857,173864400,60856,5Y10,King County Balance,,,,,223
1058,53033022400,"Census Tract 224, King County, Washington",7222,468540900,64877,5Y10,King County Balance,,,,,224
1059,53033022500,"Census Tract 225, King County, Washington",7507,492207000,65566,5Y10,King County Balance,,,,,225
1060,53033022603,"Census Tract 226.03, King County, Washington",5163,203580400,39431,5Y10,King County Balance,,,,,226.03
1061,53033022604,"Census Tract 226.04, King County, Washington",4122,154738300,37540,5Y10,King County Balance,,,,,226.04
1062,53033022605,"Census Tract 226.05, King County, Washington",5492,222452400,40505,5Y10,King County Balance,,,,,226.05
1063,53033022606,"Census Tract 226.06, King County, Washington",5093,259007900,50856,5Y10,King County Balance,,,,,226.06
1064,53033022701,"Census Tract 227.01, King County, Washington",2591,189329300,73072,5Y10,King County Balance,,,,,227.01
1065,53033022702,"Census Tract 227.02, King County, Washington",3596,179032100,49786,5Y10,King County Balance,,,,,227.02
1066,53033022703,"Census Tract 227.03, King County, Washington",2368,110651100,46728,5Y10,King County Balance,,,,,227.03
1067,53033022801,"Census Tract 228.01, King County, Washington",8992,416900900,46364,5Y10,King County Balance,,,,,228.01
1068,53033022802,"Census Tract 228.02, King County, Washington",4800,240842300,50175,5Y10,King County Balance,,,,,228.02
1069,53033022803,"Census Tract 228.03, King County, Washington",5450,252951800,46413,5Y10,King County Balance,,,,,228.03
1070,53033022901,"Census Tract 229.01, King County, Washington",3256,155551900,47774,5Y10,King County Balance,,,,,229.01
1071,53033022902,"Census Tract 229.02, King County, Washington",5990,303658200,50694,5Y10,King County Balance,,,,,229.02
1072,53033023000,"Census Tract 230, King County, Washington",5242,254366300,48525,5Y10,King County Balance,,,,,230
1073,53033023100,"Census Tract 231, King County, Washington",3782,160403800,42412,5Y10,King County Balance,,,,,231
1074,53033023201,"Census Tract 232.01, King County, Washington",5886,191669300,32564,5Y10,King County Balance,,,,,232.01
1075,53033023202,"Census Tract 232.02, King County, Washington",4370,105408000,24121,5Y10,King County Balance,,,,,232.02
1076,53033023300,"Census Tract 233, King County, Washington",5884,198588000,33751,5Y10,King County Balance,,,,,233
1077,53033023401,"Census Tract 234.01, King County, Washington",3144,115522300,36744,5Y10,King County Balance,,,,,234.01
1078,53033023403,"Census Tract 234.03, King County, Washington",3801,209124300,55018,5Y10,King County Balance,,,,,234.03
1079,53033023404,"Census Tract 234.04, King County, Washington",3276,158260500,48309,5Y10,King County Balance,,,,,234.04
1080,53033023500,"Census Tract 235, King County, Washington",3470,169384900,48814,5Y10,King County Balance,,,,,235
1081,53033023601,"Census Tract 236.01, King County, Washington",3395,146372000,43114,5Y10,King County Balance,,,,,236.01
1082,53033023603,"Census Tract 236.03, King County, Washington",6227,213468200,34281,5Y10,King County Balance,,,,,236.03
1083,53033023604,"Census Tract 236.04, King County, Washington",5743,202624300,35282,5Y10,King County Balance,,,,,236.04
1084,53033023700,"Census Tract 237, King County, Washington",3980,214323000,53850,5Y10,King County Balance,,,,,237
1085,53033023801,"Census Tract 238.01, King County, Washington",2665,110450300,41445,5Y10,King County Balance,,,,,238.01
1086,53033023803,"Census Tract 238.03, King County, Washington",2197,141639700,64470,5Y10,King County Balance,,,,,238.03
1087,53033023804,"Census Tract 238.04, King County, Washington",3073,186727900,60764,5Y10,King County Balance,,,,,238.04
1088,53033023900,"Census Tract 239, King County, Washington",6563,390756100,59539,5Y10,King County Balance,,,,,239
1089,53033024000,"Census Tract 240, King County, Washington",6934,430127200,62032,5Y10,King County Balance,,,,,240
1090,53033024100,"Census Tract 241, King County, Washington",4230,414204600,97921,5Y10,King County Balance,,,,,241
1091,53033024200,"Census Tract 242, King County, Washington",2947,310144000,105241,5Y10,King County Balance,,,,,242
1092,53033024300,"Census Tract 243, King County, Washington",6420,436583000,68004,5Y10,King County Balance,,,,,243
1093,53033024400,"Census Tract 244, King County, Washington",3196,183142800,57304,5Y10,King County Balance,,,,,244
1094,53033024500,"Census Tract 245, King County, Washington",4794,408724700,85258,5Y10,King County Balance,,,,,245
1095,53033024601,"Census Tract 246.01, King County, Washington",4295,325399100,75762,5Y10,King County Balance,,,,,246.01
1096,53033024602,"Census Tract 246.02, King County, Washington",3671,338749700,92277,5Y10,King County Balance,,,,,246.02
1097,53033024701,"Census Tract 247.01, King County, Washington",3283,135199000,41182,5Y10,King County Balance,,,,,247.01
1098,53033024702,"Census Tract 247.02, King County, Washington",6646,310463500,46714,5Y10,King County Balance,,,,,247.02
1099,53033024800,"Census Tract 248, King County, Washington",5975,189419200,31702,5Y10,King County Balance,,,,,248
1100,53033024901,"Census Tract 249.01, King County, Washington",5324,245121500,46041,5Y10,King County Balance,,,,,249.01
1101,53033024902,"Census Tract 249.02, King County, Washington",4011,154569300,38536,5Y10,King County Balance,,,,,249.02
1102,53033024903,"Census Tract 249.03, King County, Washington",6713,392352400,58447,5Y10,King County Balance,,,,,249.03
1103,53033025001,"Census Tract 250.01, King County, Washington",4491,183355300,40827,5Y10,King County Balance,,,,,250.01
1104,53033025003,"Census Tract 250.03, King County, Washington",7000,424141700,60592,5Y10,King County Balance,,,,,250.03
1105,53033025005,"Census Tract 250.05, King County, Washington",4426,282658800,63863,5Y10,King County Balance,,,,,250.05
1106,53033025006,"Census Tract 250.06, King County, Washington",4915,239316700,48691,5Y10,King County Balance,,,,,250.06
1107,53033025101,"Census Tract 251.01, King County, Washington",5693,176321100,30972,5Y10,King County Balance,,,,,251.01
1108,53033025102,"Census Tract 251.02, King County, Washington",6770,212859300,31442,5Y10,King County Balance,,,,,251.02
1109,53033025200,"Census Tract 252, King County, Washington",8130,234949000,28899,5Y10,King County Balance,,,,,252
1110,53033025301,"Census Tract 253.01, King County, Washington",3901,173840200,44563,5Y10,King County Balance,,,,,253.01
1111,53033025302,"Census Tract 253.02, King County, Washington",4201,138424300,32950,5Y10,King County Balance,,,,,253.02
